GOID	TERM	CORRECTED_PVALUE	UNCORRECTED_PVALUE	NUM_LIST_ANNOTATIONS	LIST_SIZE	TOTAL_NUM_ANNOTATIONS	POPULATION_SIZE	FDR_RATE	EXPECTED_FALSE_POSITIVES	ANNOTATED_GENES
GO:0009987	cellular process	6.91639400566384e-13	3.48257502802812e-16	663	788	5198	7166	0.00%	0.00	YFR001W, YEL065W, YFR039C, YJR113C, YBR093C, YIL045W, YOR152C, YOR267C, YFR031C, YBR165W, YOL041C, YPR133C, YOL059W, YOL058W, YCR093W, YBR120C, YLR254C, YMR223W, YPL139C, YMR148W, YER030W, YHR152W, YOR346W, YBR264C, YFL049W, YFL028C, YDR089W, YHR134W, YGL004C, YMR028W, YMR185W, YLR116W, YPL208W, YMR244C-A, YER151C, YMR153W, YPL011C, YJR138W, YKL008C, YBR084W, YLR368W, YNR027W, YEL040W, YJL039C, YKR087C, YMR261C, YGR197C, YGR247W, YBR208C, YBR158W, YER020W, YPR106W, YNL123W, YPL049C, YMR152W, YMR026C, YJL183W, YPL018W, YBL085W, YLR258W, YNL327W, YGR199W, YLR099C, YNL317W, YDL176W, YHR072W, YMR128W, YKR082W, YGL016W, YBR201W, YMR257C, YDR324C, YDL017W, YIL056W, YLR191W, YOL138C, YGL082W, YMR035W, YDR363W-A, YDL193W, YCR036W, YEL004W, YMR083W, YDL105W, YGR170W, YDL065C, YPL255W, YOL087C, YDL070W, YDR326C, YPR137W, YPL190C, YNR038W, YCR066W, YOR258W, YBR275C, YKR066C, YCL040W, YGR215W, YLR260W, YOR151C, YGR013W, YOR189W, YLR218C, YFR013W, YMR300C, YKL062W, YOR207C, YEL058W, YDL015C, YIL106W, YJL035C, YDL209C, YDR192C, YBR097W, YLR201C, YLR211C, YPL083C, YLR059C, YDR405W, YBR278W, YDR516C, YHR088W, YDR082W, YGR241C, YGR257C, YER064C, YOR176W, YER144C, YOR064C, YBR056W, YDR305C, YDR270W, YPL014W, YKR007W, YER147C, YPL140C, YDR469W, YGR252W, YKL086W, YMR113W, YEL053C, YBR188C, YBR114W, YBR156C, YMR283C, YJR060W, YLL034C, YJL139C, YPR199C, YGL181W, YMR114C, YOR315W, YPL149W, YLR284C, YNL061W, YPL128C, YJR090C, YNL256W, YDR081C, YML064C, YNL283C, YIL023C, YOR034C, YDR309C, YEL012W, YGR028W, YMR237W, YKL193C, YOR185C, YDR057W, YIL149C, YNL076W, YHR046C, YBR046C, YGL079W, YBR212W, YNR020C, YDR257C, YDR049W, YDR310C, YKR089C, YKR101W, YKR100C, YDR246W, YDL142C, YML013W, YGR201C, YGR074W, YKL149C, YKL032C, YGL064C, YGR012W, YKR046C, YNL051W, YNL336W, YLR277C, YLL054C, YGL096W, YER107C, YAL011W, YMR062C, YLR096W, YIL009C-A, YBR227C, YNL258C, YJL201W, YGL243W, YDL060W, YMR134W, YFR002W, YHL023C, YCR092C, YBR228W, YML023C, YPL271W, YMR078C, YPL183C, YJL134W, YKR095W-A, YMR228W, YDR322W, YDL204W, YLR316C, YDR451C, YNL045W, YOR059C, YOL140W, YCL039W, YGR072W, YDL073W, YDR330W, YGL073W, YNL286W, YPL189C-A, YMR263W, YDL195W, YCL033C, YPL127C, YKR052C, YIR002C, YMR156C, YPL203W, YPL179W, YOR275C, YMR014W, YGL216W, YER142C, YOR213C, YKR080W, YBR081C, YML059C, YBR022W, YML052W, YML114C, YMR264W, YIL119C, YPL023C, YOR175C, SNR9, YNL289W, YJR141W, YAL029C, YPL132W, YNL009W, YLR033W, YJR096W, YJR108W, YNR032C-A, YKR099W, YKL052C, YGL160W, YCR044C, YLR078C, YBL004W, YIR025W, YOL136C, YER027C, YDL243C, YGR230W, YJL033W, YMR286W, YJL187C, YDL005C, YEL003W, YDR287W, YBR110W, YPL183W-A, YLR087C, YGL141W, YKR024C, YER113C, YBR297W, YNL264C, YLR256W, YDL102W, YLR069C, YKL074C, YHR081W, YCL058W-A, YCR015C, YDR169C, YKL067W, YMR008C, SNR31, YLR350W, YLR089C, YDL178W, YDR414C, YKR002W, YKR063C, YLR324W, YNL038W, YMR193W, YOR256C, YOR090C, YER046W, YBL007C, YOR245C, YOL018C, YKR090W, YLR034C, YNL314W, YKR028W, YGR081C, YJL180C, YHR194W, YOR127W, YLR429W, YGL056C, YBR198C, YNR052C, YLR107W, YGR239C, YBL025W, YJL164C, YHR034C, Q0050, YLR131C, YBR271W, YLR090W, YML025C, YOR299W, YDR400W, YMR029C, YBL059C-A, YNL036W, YML081W, YKL041W, YGL071W, YDL170W, YOR141C, YML043C, YDR282C, YIR021W, YCL063W, YOL034W, YJR034W, YNL161W, YDR381C-A, YCR094W, YDR459C, YDR320C, YGR202C, YMR268C, YER067W, YHR099W, YLR443W, YDR201W, YLR309C, YKL023W, YCL016C, YPR031W, YMR170C, YMR163C, YDR370C, YLL001W, YJL098W, YDR440W, YLR023C, YMR275C, YCR033W, YBL017C, YDL098C, YDR229W, YMR075W, YIR011C, YGL010W, YOR303W, YJL210W, YLL051C, YLR231C, YJR075W, YLR345W, YNL024C, YLR166C, YDR295C, YHR118C, YLR005W, YDR369C, YDR120C, YDR153C, YMR139W, YJL003W, YBR103W, YOR079C, YDR389W, YMR100W, YHL013C, YEL050C, YNL274C, YGR174C, YOL065C, YPL172C, YGL001C, YML088W, YJL205C, YIL159W, YDR538W, YOL108C, YAL043C, YLR398C, YER082C, YDR444W, YKL054C, YIL093C, YDR477W, YKR067W, YJL129C, YML015C, YDR017C, YBR167C, YBL022C, YBR057C, YGL219C, YLR239C, YGL178W, YOL013C, YNR010W, YHR164C, YNL124W, YDR145W, YLR353W, YBR269C, YNL304W, YBR233W, YLL021W, YHR201C, YFR036W, YCR076C, YDR205W, YNR024W, YKL042W, YBR001C, YHR041C, YMR024W, YER040W, YMR215W, YKL125W, YGR084C, YPL013C, YOL072W, YPR189W, YKL073W, YKL010C, YML096W, YPL095C, YNR030W, YGR244C, YBR216C, YIL111W, YOR061W, YHR191C, YMR127C, YKL213C, YOL080C, YOR026W, YAL020C, YOL030W, YNL041C, YOL070C, YHR166C, YMR055C, YLL015W, YDL045W-A, YLR203C, YDR026C, YOL071W, YOR086C, YCL017C, YKR044W, YGL113W, YOR125C, YKL179C, YMR110C, YPL050C, YKL219W, YFL041W, YML113W, YJR103W, YLR007W, YLR095C, YGL236C, YKL184W, YML011C, YOR066W, YDR390C, YLR085C, YDR515W, YPL057C, YGR270W, YKR023W, YBR162W-A, YPR143W, YNR059W, YMR201C, YPL076W, YGR235C, YML062C, YJL036W, YHR027C, YER123W, YML065W, YJR041C, YMR109W, YOL066C, YGL248W, YMR059W, YML032C, YHR083W, YIL009W, YDR473C, YBL064C, YKL049C, YMR278W, YNL293W, YDR530C, YDL099W, YMR213W, YIL084C, YKR083C, YJR100C, YDR435C, YKL167C, YIL014W, YML126C, YMR089C, YKR020W, YGL037C, YOR166C, YLR440C, YBR004C, YIL158W, YGL208W, YFR042W, YBR185C, YER024W, YPR018W, YJL074C, YJL137C, YKR016W, YLR082C, YPL029W, YKL064W, YLR138W, YNL027W, YGR005C, YMR039C, YIL135C, YIL121W, YNL262W, YIR024C, YAR007C, YHR167W, YEL062W, YGL025C, YGL040C, YLL041C, YKL103C, YOL112W, YDR376W, YBR239C, YJR076C, YGL014W, YJR052W, YKL198C, YOR283W, YCR059C, YBL090W, YLL009C, YOR354C, YDR331W, YKL096W, YJL110C, YMR281W, YLR438W, YIL019W, YML082W, YGR156W, YJL084C, YPL137C, YBR131W, YHR059W, YPR056W, YHR043C, YDR408C, YDL108W, YCR027C, YPL066W, YDR021W, YLL031C, YEL052W, YDR312W, YGR046W, YKL140W, YGR162W, YHR129C, YDR142C, YPR125W, YDR150W, YML005W, YLR139C, YDR051C, YDR139C, YDL161W, YDR315C, YGL151W, YBR246W, YMR043W, YPR186C, YDR319C, YHR103W, YGL256W, YFL047W, YJL197W, YPR019W, YJL051W, YDR117C, YDL200C, YLR200W, YIL068C, YAL033W, YEL060C, YGL196W, YBL014C, YDL160C-A, YLR079W, YKR027W, YFR041C, YDR494W, YGL047W, YPR024W, YDR307W, YNL329C, YDR122W, YLR386W, YPR105C, YMR165C, YER014W, YML004C, YGL187C, YNL100W, YOR155C
GO:0065007	biological regulation	1.21267146820846e-06	6.10610004133163e-10	313	788	2156	7166	0.00%	0.00	YLR096W, YBL064C, YNL293W, YDR464W, YKR083C, YIL084C, YJR100C, YBR227C, YIL009C-A, YJL201W, YNL258C, YDR435C, YKL032C, YHR027C, YMR109W, YLL054C, YML065W, YGL096W, YER107C, YGL248W, YML032C, YDR515W, YBR212W, YBR162W-A, YKR023W, YGR270W, YDR310C, YKR101W, YDL142C, YDR246W, YIL023C, YNL283C, YML064C, YFL041W, YDR309C, YKL193C, YEL012W, YML113W, YDR057W, YNL076W, YIL149C, YHR046C, YOR066W, YGL079W, YNL262W, YPL203W, YPL179W, YIR002C, YAR007C, YGL216W, YOR213C, YEL062W, YHR167W, YGL025C, YBR081C, YML059C, YOL112W, YHL008C, YCL039W, YGR072W, YKL064W, YDL073W, YGL073W, YNL027W, YLR138W, YMR039C, YMR263W, YPL127C, YMR228W, YKR095W-A, YJL134W, YDR322W, YGL208W, YDR451C, YBR185C, YOR059C, YKR020W, YMR134W, YGL037C, YHL023C, YCR092C, YOR166C, YER113C, YBR297W, YGL141W, YPR125W, YHR129C, YGR162W, YLR256W, YNL264C, YDR150W, YHR081W, YCL058W-A, YOL136C, YPR056W, YIR025W, YGR230W, YER027C, YDL005C, YJL187C, YCR027C, YDL108W, YDR287W, YLR033W, YNR032C-A, YKR099W, YJL110C, YKL052C, YGL160W, YPL137C, YCR044C, YJL084C, YBR131W, YBR239C, YDR376W, YMR264W, YDL133W, YGL014W, YJR076C, YKL198C, YIL119C, YNL289W, YJR141W, YCR059C, YLR386W, YGL056C, YBR198C, YNR052C, YGR239C, YJL164C, YHR034C, YLR131C, YKR028W, YLR079W, YOR070C, YHR194W, YDR122W, YNL329C, YOR127W, YGL164C, YLR429W, YLR324W, YJL197W, YFL047W, YDL181W, YOR090C, YBL007C, YOR245C, YIL068C, YAL033W, YLR200W, YLR034C, YNL314W, YKR090W, YDR169C, YDR315C, YDR139C, YPR186C, YDR319C, YLR350W, YGL151W, YBR246W, YMR043W, YDR414C, YHR099W, YCL016C, YJR138W, YDR201W, YKL023W, YMR170C, YDR370C, YDR440W, YJL098W, YLR368W, YLR023C, YFL028C, YCR094W, YNL161W, YDR089W, YDR320C, YMR028W, YMR244C-A, YLR116W, YMR153W, YER151C, YCR093W, YML081W, YBR120C, YPL139C, YGL071W, YHR209W, YDL170W, YOR141C, YDR282C, YHR152W, YFL049W, YBR271W, YFR001W, YLR090W, YEL065W, YMR029C, YBR093C, YFR031C, YOR267C, YIL045W, YPR133C, YKR082W, YGL016W, YBR201W, YMR257C, YDR324C, YIL159W, YDL017W, YIL056W, YOL138C, YOL108C, YLR099C, YOR079C, YBR103W, YDR389W, YPL018W, YLR345W, YBL085W, YLL051C, YHR118C, YDR295C, YLR005W, YMR139W, YDR369C, YKR087C, YJL039C, YCR033W, YGR197C, YMR075W, YMR261C, YBR158W, YPL049C, YNL123W, YER020W, YBR233W, YKL062W, YLL021W, YFR036W, YDR205W, YIL106W, YNR024W, YBR275C, YPL190C, YCL040W, YHR164C, YNR010W, YLR260W, YOR189W, YJL129C, YDL065C, YOL087C, YDL070W, YBR167C, YDR017C, YML015C, YBR057C, YBL022C, YGL178W, YOL013C, YDR363W-A, YLR398C, YKL054C, YDR477W, YKR067W, YLL034C, YJR060W, YGL181W, YPR199C, YNL275W, YPL149W, YPL128C, YJR090C, YDR081C, YGR252W, YPL140C, YDR469W, YHR166C, YOL070C, YMR055C, YLR203C, YDR026C, YOL071W, YBR156C, YCL017C, YOR086C, YML002W, YOR064C, YOR061W, YDR270W, YKL213C, YPL014W, YMR127C, YKR007W, YOR026W, YMR024W, YHR041C, YDR192C, YBR097W, YER040W, YBR278W, YOL072W, YDR516C, YKL073W, YGR257C, YPR189W, YDR082W, YKL010C, YER064C
GO:0006996	organelle organization	4.11274961648376e-05	2.0708709045739e-08	228	788	1512	7166	0.00%	0.00	YOR086C, YLR429W, YOL071W, YOR127W, YDR026C, YNL329C, YLR203C, YPR024W, YBR114W, YHR194W, YLL015W, YMR055C, YJL180C, YHR166C, YDR469W, YDL160C-A, YGR252W, YPL128C, YJL164C, YNL100W, YPL149W, YGR239C, YMR165C, YBR198C, YGL113W, YJR060W, YGL056C, YKR044W, YGR241C, YGL151W, YDR082W, YDR319C, YDL161W, YOL072W, YLR059C, YBR278W, YBR097W, YDR192C, YOR026W, YER147C, YOL080C, YKR007W, YMR127C, YIL068C, YBL007C, YHR191C, YOL018C, YJL197W, YFL047W, YOR064C, YLR324W, YPR019W, YNL304W, YBR269C, YOR189W, YDR145W, YJL187C, YHR164C, YIR025W, YCR066W, YLR078C, YBR275C, YKL042W, YHR081W, YDR150W, YIL106W, YGR162W, YDR142C, YCR076C, YHR129C, YPR125W, YFR036W, YDR312W, YLL021W, YKL062W, YBR233W, YLR218C, YFR013W, YAL029C, YDR477W, YNL289W, YKL054C, YJR052W, YJR076C, YML052W, YDR363W-A, YMR035W, YBL022C, YKL052C, YGL219C, YGL160W, YOR354C, YDL070W, YPL255W, YLL009C, YJR108W, YDL065C, YLR033W, YPL127C, YIL135C, YGR174C, YDL195W, YDL176W, YMR263W, YPL189C-A, YDR389W, YBR103W, YPL029W, YJL003W, YOL112W, YBR081C, YLR191W, YHR167W, YEL062W, YOR213C, YIL159W, YDL017W, YMR257C, YIR024C, YAR007C, YGL216W, YIR002C, YPL203W, YKR082W, YNL262W, YMR026C, YMR078C, YLR440C, YBR158W, YMR075W, YCR092C, YCR033W, YBL017C, YHL023C, YFR002W, YDR229W, YGL037C, YJL039C, YMR089C, YMR134W, YKR087C, YMR275C, YKR020W, YDR369C, YKR016W, YDR153C, YJL074C, YPR018W, YDR295C, YHR118C, YBR185C, YDL204W, YFR042W, YBL085W, YPL018W, YKR095W-A, YJL210W, YML032C, YHR083W, YMR153W, YAL011W, YMR244C-A, YER107C, YML065W, YMR109W, YDR320C, YDR089W, YDR381C-A, YNL161W, YJR034W, YOL034W, YGL064C, YML062C, YJL036W, YNL258C, YLL001W, YLR368W, YBR227C, YIL009C-A, YDR440W, YJR100C, YIL084C, YKR083C, YMR163C, YJR138W, YDR201W, YCL016C, YPR031W, YKL049C, YNL293W, YHR099W, YPR133C, YLR085C, YGL079W, YOR152C, YBL059C-A, YFR031C, YJR113C, YLR095C, YIL149C, YOR185C, YDR309C, YGR028W, YLR090W, YML064C, YCL063W, YGR235C, YFL049W, YBR264C, YML013W, YMR201C, YHR152W, YDR246W, YIR021W, YDL142C, YER030W, YOR141C, YKR101W, YDR310C, YGL071W, YPL139C, YGR270W, YBR120C, YKL041W, YMR223W, YBR212W, YNR020C, YCR093W
GO:0008152	metabolic process	0.00011902425059908	5.99316468273314e-08	534	788	4232	7166	0.00%	0.00	YHR088W, YDR516C, YDR082W, YER064C, YDR192C, YBR097W, YLR211C, YLR201C, YBR278W, YLR059C, YDR405W, YPL083C, YDR305C, YPL014W, YKR007W, YER147C, YER144C, YOR176W, YOR064C, YBR056W, YBR114W, YBR156C, YMR283C, YGR252W, YDR469W, YPL140C, YMR113W, YEL053C, YBR188C, YPL149W, YLR284C, YNL061W, YNL256W, YPL128C, YJR090C, YDR081C, YLL034C, YJR060W, YMR114C, YGL181W, YJL139C, YPR199C, YDL193W, YEL004W, YCR036W, YMR083W, YDR363W-A, YMR035W, YGL082W, YPR137W, YDL105W, YGR170W, YOL087C, YDL070W, YLR260W, YOR189W, YGR013W, YOR151C, YCR066W, YBR275C, YOR258W, YPL190C, YNR038W, YKR066C, YCL040W, YGR215W, YDL015C, YIL106W, YJL035C, YDL209C, YKL062W, YMR300C, YEL058W, YOR207C, YOL098C, YGR247W, YBR208C, YMR261C, YBR158W, YNL123W, YPL049C, YPR106W, YMR026C, YEL040W, YKR087C, YJL183W, YBL085W, YLR258W, YNL317W, YHR072W, YGR199W, YLR099C, YIL056W, YDL017W, YKR082W, YMR128W, YBR201W, YDR324C, YMR257C, YJR113C, YBR093C, YFR031C, YOR267C, YOR152C, YIL045W, YBR165W, YOL041C, YPR133C, YFR001W, YOR346W, YFL049W, YOL058W, YCR093W, YOL059W, YMR223W, YBR120C, YPL139C, YHR209W, YMR028W, YGL004C, YPL208W, YLR116W, YMR153W, YER151C, YFL028C, YHR134W, YDR089W, YLR368W, YNR027W, YPL011C, YKL008C, YJR138W, YBR084W, SNR31, YLR350W, YLR089C, YDR414C, YKR002W, YDL178W, YCR015C, YKL067W, YDR169C, YMR008C, YOL018C, YOR245C, YNL314W, YKR063C, YNL253W, YNL038W, YMR193W, YOR090C, YOR256C, YKR028W, YGR081C, YHR194W, YBL025W, YJL164C, YHR034C, YLR131C, Q0050, YGL056C, YBR198C, YLR107W, YNR052C, YIL119C, SNR9, YPL023C, YOR175C, YNL289W, YJR141W, YPL132W, YMR264W, YBR022W, YML114C, YCR044C, YJR096W, YLR033W, YNL009W, YNR032C-A, YKR099W, YBR110W, YDR287W, YOL136C, YBL004W, YIR025W, YJL033W, YER027C, YDL243C, YDL005C, YJL187C, YMR286W, YDL102W, YLR256W, YNL264C, YCL058W-A, YHR081W, YKL074C, YLR069C, YPL183W-A, YLR087C, YBR297W, YKR024C, YGL141W, YBR228W, YML023C, YPL183C, YMR078C, YPL271W, YDL060W, YMR134W, YFR002W, YHL023C, YCR092C, YOR059C, YNL045W, YOL140W, YKR095W-A, YMR228W, YJL134W, YDR322W, YDR451C, YLR316C, YMR263W, YPL127C, YCL033C, YCL039W, YGR072W, YDL073W, YDR330W, YGL073W, YNL286W, YKR080W, YOR213C, YER142C, YML059C, YBR081C, YKR052C, YPL203W, YMR156C, YPL179W, YIR002C, YOR275C, YMR014W, YIL149C, YNL076W, YHR046C, YEL012W, YMR237W, YKL193C, YOR034C, YDR057W, YOR185C, YDL142C, YDR246W, YGR074W, YML013W, YGR201C, YBR212W, YNR020C, YDR049W, YDR257C, YDR310C, YKR101W, YKR089C, YLL054C, YNL336W, YLR277C, YER107C, YGL096W, YMR062C, YKL149C, YGL064C, YKL032C, YKR046C, YGR012W, YBR227C, YIL009C-A, YBR074W, YGL243W, YLR096W, YOL072W, YPR189W, YKL010C, YMR024W, YBR001C, YHR041C, YER040W, YKL125W, YMR215W, YGR084C, YPL013C, YHR191C, YKL213C, YMR127C, YOL080C, YAL020C, YOR026W, YPL095C, YML096W, YNR030W, YGR244C, YIL111W, YOR061W, YDL045W-A, YDR026C, YLR203C, YOL071W, YCL017C, YOR086C, YOL030W, YHR166C, YPL050C, YMR110C, YGL113W, YOR125C, YIL093C, YDR444W, YKL054C, YDR477W, YKR067W, YAL043C, YER082C, YLR398C, YBR167C, YML015C, YDR017C, YBR057C, YLR239C, YBL022C, YGL178W, YOL013C, YDR145W, YNL304W, YNL238W, YNR010W, YHR164C, YNL124W, YNR024W, YBR233W, YLL021W, YFR036W, YHR201C, YMR075W, YIR011C, YGL010W, YOR303W, YMR275C, YDL098C, YCR033W, YBL017C, YHR118C, YDR295C, YLR005W, YMR139W, YDR120C, YDR369C, YJL210W, YLR345W, YJR075W, YLR231C, YNL024C, YNL274C, YEL050C, YBR103W, YMR100W, YHL013C, YML088W, YDR538W, YOL108C, YPL172C, YOL065C, YGL001C, YBR271W, YOR299W, YML025C, YDR400W, YOR141C, YML043C, YDR282C, YIR021W, YML081W, YKL041W, YGL071W, YDL170W, YER067W, YMR268C, YOL034W, YNL161W, YGR202C, YDR459C, YDR370C, YJL098W, YDR440W, YLL001W, YHR099W, YCL016C, YPR031W, YKL023W, YMR170C, YDR315C, YDR139C, YPR186C, YDR319C, YMR043W, YGL151W, YBR246W, YGL256W, YDR051C, YDL200C, YDR117C, YAL033W, YGL196W, YEL060C, YLR200W, YBL014C, YPR019W, YJL197W, YJL051W, YDR307W, YPR024W, YDR122W, YNL329C, YDL160C-A, YKR027W, YLR079W, YGL047W, YDR494W, YGL187C, YOR155C, YLR386W, YPR105C, YMR165C, YER014W, YML004C, YKL198C, YJR052W, YOR283W, YCR059C, YBR239C, YDR376W, YDL133W, YGL014W, YJR076C, YIL019W, YMR281W, YLR438W, YJL110C, YGR156W, YML082W, YPL137C, YBR131W, YBL090W, YDR331W, YOR354C, YDL108W, YDR021W, YLL031C, YHR059W, YPR056W, YHR043C, YDR408C, YGR162W, YLR139C, YML005W, YEL052W, YKL140W, YDR312W, YGR046W, YOR166C, YIL014W, YKR020W, YMR089C, YML126C, YGL037C, YER024W, YJL137C, YJL074C, YGL208W, YBR004C, YFR042W, YBR185C, YMR039C, YGR005C, YPL029W, YLR082C, YNL027W, YEL062W, YHR167W, YGL025C, YGL040C, YKL103C, YLL041C, YNL262W, YLL012W, YAR007C, YKL184W, YGL236C, YML011C, YOR066W, YDR390C, YKL219W, YLR007W, YML113W, YJR103W, YMR201C, YPL076W, YDR515W, YKR023W, YBR162W-A, YPL057C, YGR270W, YPR143W, YNR059W, YOL066C, YER123W, YML065W, YJR041C, YGL248W, YMR059W, YML032C, YIL009W, YDR473C, YML062C, YOR223W, YJL036W, YHR027C, YJR100C, YKL167C, YDR435C, YDR530C, YMR278W, YDR464W, YMR213W, YIL084C
GO:0050789	regulation of biological process	0.000346777072829533	1.74610812099463e-07	253	788	1755	7166	0.00%	0.00	YNL161W, YFL028C, YHR027C, YKL032C, YLR116W, YER151C, YMR153W, YML032C, YMR028W, YML065W, YMR109W, YLL054C, YGL248W, YGL096W, YER107C, YDR201W, YKL023W, YJR138W, YCL016C, YDR464W, YIL084C, YKR083C, YBL064C, YLR096W, YHR099W, YNL293W, YDR435C, YJL201W, YNL258C, YDR370C, YJR100C, YLR368W, YJL098W, YDR440W, YBR227C, YIL009C-A, YML113W, YEL012W, YDR309C, YKL193C, YDR057W, YML064C, YNL283C, YBR271W, YFR001W, YOR066W, YHR046C, YPR133C, YGL079W, YMR029C, YIL149C, YNL076W, YIL045W, YFR031C, YOR267C, YDR310C, YGL071W, YPL139C, YDL170W, YKR101W, YML081W, YBR212W, YCR093W, YDR515W, YGR270W, YBR120C, YBR162W-A, YKR023W, YFL049W, YOR141C, YHR152W, YDR282C, YGL073W, YDR389W, YNL027W, YCL039W, YGR072W, YBR103W, YDL073W, YPL127C, YMR039C, YMR263W, YBR201W, YIR002C, YPL179W, YPL203W, YDR324C, YMR257C, YGL216W, YKR082W, YNL262W, YHL008C, YOL108C, YEL062W, YOR213C, YIL056W, YIL159W, YDL017W, YGL025C, YBR081C, YML059C, YOL138C, YHL023C, YCR033W, YGL037C, YCR092C, YJL039C, YKR087C, YKR020W, YOR166C, YER020W, YPL049C, YNL123W, YGR197C, YMR075W, YBR158W, YDR451C, YBR185C, YJL134W, YPL018W, YMR228W, YKR095W-A, YLR345W, YBL085W, YGL208W, YDR322W, YLR005W, YMR139W, YHR118C, YDR295C, YER027C, YNR010W, YGR230W, YJL187C, YDL005C, YPL190C, YBR275C, YPR056W, YIR025W, YOL136C, YDR287W, YLR260W, YDL108W, YCR027C, YLL021W, YBR297W, YFR036W, YBR233W, YKL062W, YNR024W, YCL058W-A, YHR081W, YGR162W, YHR129C, YIL106W, YNL264C, YLR256W, YLR398C, YJR076C, YGL014W, YDR363W-A, YBR239C, YDR477W, YNL289W, YJR141W, YCR059C, YKR067W, YIL119C, YKL198C, YOL087C, YKR099W, YDL070W, YLR033W, YNR032C-A, YJL084C, YOL013C, YGL178W, YPL137C, YDR017C, YML015C, YJL110C, YBR167C, YBL022C, YGL160W, YBR057C, YKL052C, YMR055C, YLR079W, YHR194W, YDR469W, YPL140C, YKR028W, YGR252W, YOL070C, YHR166C, YOL071W, YBR156C, YOR127W, YOR086C, YLR429W, YNL329C, YDR026C, YLR203C, YDR122W, YPR199C, YNR052C, YGL181W, YLR386W, YJR060W, YGL056C, YLL034C, YBR198C, YJR090C, YPL128C, YLR131C, YDR081C, YJL164C, YBR278W, YDR192C, YHR041C, YMR024W, YDR169C, YER040W, YBR097W, YKL010C, YER064C, YDR516C, YDR139C, YDR315C, YOL072W, YGL151W, YPR189W, YBR246W, YLR350W, YMR043W, YDR082W, YPR186C, YOR061W, YOR090C, YFL047W, YJL197W, YOR064C, YLR324W, YKR007W, YKR090W, YNL314W, YOR026W, YBL007C, YLR200W, YMR127C, YAL033W, YIL068C, YPL014W
