"","gene","DDcategory","Clusters.combined","Clusters.c1","Clusters.c2","nonzero.pvalue","nonzero.pvalue.adj","zero.pvalue","zero.pvalue.adj","combined.pvalue","combined.pvalue.adj"
"YGL100W","YGL100W","NS",1,2,1,0.382279075385615,0.999395400003608,0.864178561553729,0.999876213385855,0.696254688132771,0.999697018279889
"YGL087C","YGL087C","NS",1,1,1,0.54665927250818,0.999395400003608,0.52219330879262,0.999876213385855,0.643330163999271,0.999697018279889
"YGL080W","YGL080W","NS",1,1,1,0.28219995521184,0.999395400003608,0.399401773026148,0.999876213385855,0.358751381574399,0.999697018279889
"YGL076C","YGL076C","NS",1,1,1,0.781967302994309,0.999395400003608,0.767928015416356,0.999876213385855,0.906747824357006,0.999697018279889
"YGL062W","YGL062W","NS",1,1,1,0.928697882956088,0.999395400003608,0.858720765747389,0.999876213385855,0.977951297191776,0.999697018279889
"YGL055W","YGL055W","NS",1,1,1,0.0295029577014273,0.999395400003608,0.0157202831753167,0.826790377553703,0.00402391576337285,0.828926647254807
"YGL054C","YGL054C","NS",1,1,1,0.977910682333884,0.999395400003608,0.909437118014185,0.999876213385855,0.993638909507633,0.999697018279889
"YGL048C","YGL048C","NS",1,1,1,0.329162614265757,0.999395400003608,0.985817749799861,0.999876213385855,0.689708570024502,0.999697018279889
"YGL037C","YGL037C","NS",1,1,1,0.554361195877982,0.999395400003608,0.084413376967829,0.999876213385855,0.190081836368226,0.999697018279889
"YGL031C","YGL031C","NS",1,1,1,0.28379133062069,0.999395400003608,0.230595366747669,0.999876213385855,0.243872750444788,0.999697018279889
"YGL030W","YGL030W","NS",1,1,1,0.460479503160287,0.999395400003608,0.0615410859258148,0.999876213385855,0.129323382092175,0.999697018279889
"YGL019W","YGL019W","NS",1,1,1,0.971597088158368,0.999395400003608,0.994484450044096,0.999876213385855,0.999423545822428,0.999697018279889
"YGL011C","YGL011C","NS",2,1,2,0.0167837987949153,0.999395400003608,0.696137474104922,0.999876213385855,0.0636716150645275,0.999697018279889
"YGL010W","YGL010W","NS",1,1,1,0.401983362251013,0.999395400003608,0.375927777000822,0.999876213385855,0.436682387394628,0.999697018279889
